ID,LABEL_ID,OFFER_ID
365,227,OFF0005
365,203,OFF0005
365,89,OFF0005
1147,90,OFF0002
1147,233,OFF0007
1147,213,OFF0007
1147,56,OFF0007
1147,63,OFF0007
1147,203,OFF0007
1147,216,OFF0007
1147,108,OFF0007
1147,54,OFF0007
1147,54,OFF0008
1147,93,OFF0008
1147,203,OFF0008
1147,89,OFF0008
1147,60,OFF0008
1147,233,OFF0008
1147,202,OFF0008
1147,145,OFF0031
1147,61,OFF0031
1147,29,OFF0031
1147,28,OFF0031
1147,230,OFF0031
1147,82,OFF0031
1147,244,OFF0031
1147,118,OFF0031
1147,175,OFF0031
1147,173,OFF0031
1147,148,OFF0031
1147,167,OFF0002
1147,141,OFF0002
1147,205,OFF0002
1147,54,OFF0002
198,148,OFF0031
198,145,OFF0031
198,61,OFF0031
198,29,OFF0031
198,28,OFF0031
198,230,OFF0031
198,82,OFF0031
198,244,OFF0031
198,118,OFF0031
198,175,OFF0031
198,173,OFF0031
1238,60,OFF0004
1238,203,OFF0004
1238,233,OFF0004
1238,182,OFF0004
1238,243,OFF0004
1238,137,OFF0004
1238,238,OFF0004
1238,117,OFF0004
1238,200,OFF0004
1238,47,OFF0004
1238,144,OFF0004
1238,133,OFF0004
1238,164,OFF0004
1238,54,OFF0004
1238,89,OFF0004
1238,43,OFF0004
1147,54,OFF0027
1147,56,OFF0027
1147,209,OFF0027
1147,194,OFF0027
1147,234,OFF0027
1147,95,OFF0027
1147,47,OFF0005
1147,54,OFF0005
1147,144,OFF0005
1147,233,OFF0005
1147,183,OFF0005
1147,227,OFF0005
1147,203,OFF0005
1147,89,OFF0005
1147,134,OFF0005
1147,144,OFF0020
1147,132,OFF0020
1147,106,OFF0020
1147,136,OFF0020
1147,233,OFF0020
1147,104,OFF0021
1147,50,OFF0021
1147,55,OFF0021
1231,229,OFF0025
1231,97,OFF0025
1413,233,OFF0020
1413,144,OFF0020
1413,132,OFF0020
1413,106,OFF0020
1413,136,OFF0020
800,95,OFF0027
800,54,OFF0027
800,56,OFF0027
800,209,OFF0027
800,194,OFF0027
800,234,OFF0027
194,134,OFF0005
194,47,OFF0005
194,54,OFF0005
194,144,OFF0005
194,233,OFF0005
194,183,OFF0005
194,227,OFF0005
194,203,OFF0005
194,89,OFF0005
1305,134,OFF0005
1305,47,OFF0005
1305,54,OFF0005
1305,144,OFF0005
1305,233,OFF0005
1305,183,OFF0005
1305,227,OFF0005
1305,203,OFF0005
1305,89,OFF0005
1039,95,OFF0027
1039,54,OFF0027
1039,56,OFF0027
1039,209,OFF0027
1039,194,OFF0027
1039,234,OFF0027
775,47,OFF0005
775,54,OFF0005
775,144,OFF0005
775,233,OFF0005
775,183,OFF0005
775,227,OFF0005
775,203,OFF0005
775,89,OFF0005
775,134,OFF0005
979,144,OFF0020
979,132,OFF0020
979,106,OFF0020
979,136,OFF0020
979,233,OFF0020
413,121,OFF0042
413,240,OFF0042
413,232,OFF0042
413,152,OFF0042
413,111,OFF0042
413,248,OFF0042
413,178,OFF0042
413,150,OFF0042
413,31,OFF0042
413,89,OFF0042
413,203,OFF0042
413,43,OFF0042
1210,72,OFF0028
1210,66,OFF0028
1210,48,OFF0028
1210,215,OFF0028
1210,189,OFF0028
1210,102,OFF0028
1210,114,OFF0028
1210,115,OFF0028
1210,131,OFF0011
1210,101,OFF0011
1210,84,OFF0011
1210,45,OFF0011
1210,219,OFF0011
1210,144,OFF0011
1210,40,OFF0011
1210,43,OFF0011
148,121,OFF0042
148,240,OFF0042
148,232,OFF0042
148,152,OFF0042
148,111,OFF0042
148,248,OFF0042
148,178,OFF0042
148,150,OFF0042
148,31,OFF0042
148,89,OFF0042
148,203,OFF0042
148,43,OFF0042
148,204,OFF0043
148,74,OFF0043
148,212,OFF0043
148,237,OFF0043
148,89,OFF0043
148,203,OFF0043
148,201,OFF0043
148,151,OFF0044
148,208,OFF0044
148,75,OFF0044
148,67,OFF0044
148,38,OFF0044
148,86,OFF0044
148,246,OFF0044
148,122,OFF0044
148,224,OFF0044
148,89,OFF0044
148,203,OFF0044
148,43,OFF0044
148,221,OFF0045
148,93,OFF0045
148,184,OFF0045
148,43,OFF0045
148,91,OFF0045
148,100,OFF0045
148,55,OFF0045
148,57,OFF0045
148,76,OFF0045
148,107,OFF0045
148,89,OFF0045
148,203,OFF0045
148,50,OFF0045
148,73,OFF0046
148,203,OFF0046
148,25,OFF0046
148,195,OFF0046
148,176,OFF0046
148,110,OFF0046
148,162,OFF0046
148,51,OFF0046
148,53,OFF0046
148,52,OFF0046
148,158,OFF0046
148,89,OFF0046
148,179,OFF0046
1069,229,OFF0025
1069,97,OFF0025
788,54,OFF0026
788,79,OFF0026
788,194,OFF0026
788,56,OFF0026
788,116,OFF0026
788,234,OFF0026
788,95,OFF0026
1063,134,OFF0005
1063,47,OFF0005
1063,54,OFF0005
1063,144,OFF0005
1063,233,OFF0005
1063,183,OFF0005
1063,227,OFF0005
1063,203,OFF0005
1063,89,OFF0005
111,43,OFF0011
111,131,OFF0011
111,101,OFF0011
111,84,OFF0011
111,45,OFF0011
111,219,OFF0011
111,144,OFF0011
111,40,OFF0011
451,233,OFF0007
451,213,OFF0007
451,56,OFF0007
451,63,OFF0007
451,203,OFF0007
451,216,OFF0007
451,108,OFF0007
451,54,OFF0007
1386,96,OFF0029
1386,196,OFF0029
1386,207,OFF0029
1386,119,OFF0029
1386,69,OFF0029
1386,198,OFF0029
1386,197,OFF0029
1386,147,OFF0029
1386,128,OFF0029
1386,20,OFF0029
1386,129,OFF0029
1386,161,OFF0029
1386,109,OFF0029
1386,146,OFF0029
1386,186,OFF0029
1287,87,OFF0019
1287,43,OFF0019
1287,233,OFF0019
1287,8,OFF0019
1287,78,OFF0019
1287,5,OFF0019
1287,7,OFF0019
1287,6,OFF0019
869,87,OFF0016
869,43,OFF0016
869,233,OFF0016
869,12,OFF0016
869,11,OFF0016
869,9,OFF0016
869,10,OFF0016
869,19,OFF0016
869,249,OFF0016
869,41,OFF0016
582,181,OFF0036
582,43,OFF0036
582,93,OFF0036
582,238,OFF0036
582,226,OFF0036
582,245,OFF0036
582,159,OFF0036
582,163,OFF0036
660,87,OFF0016
660,87,OFF0017
660,233,OFF0017
660,22,OFF0017
660,23,OFF0017
660,24,OFF0017
660,250,OFF0017
660,43,OFF0016
660,233,OFF0016
660,12,OFF0016
660,11,OFF0016
660,9,OFF0016
660,10,OFF0016
660,19,OFF0016
660,249,OFF0016
660,41,OFF0016
1261,233,OFF0020
1261,144,OFF0020
1261,132,OFF0020
1261,106,OFF0020
1261,136,OFF0020
445,148,OFF0031
445,47,OFF0005
445,54,OFF0005
445,144,OFF0005
445,233,OFF0005
445,183,OFF0005
445,227,OFF0005
445,203,OFF0005
445,89,OFF0005
445,134,OFF0005
445,145,OFF0031
445,61,OFF0031
445,29,OFF0031
445,28,OFF0031
445,230,OFF0031
445,82,OFF0031
445,244,OFF0031
445,118,OFF0031
445,175,OFF0031
445,173,OFF0031
373,87,OFF0019
373,43,OFF0019
373,233,OFF0019
373,8,OFF0019
373,78,OFF0019
373,5,OFF0019
373,7,OFF0019
373,6,OFF0019
1221,43,OFF0036
1221,93,OFF0036
1221,238,OFF0036
1221,226,OFF0036
1221,245,OFF0036
1221,159,OFF0036
1221,163,OFF0036
1221,181,OFF0036
1034,144,OFF0020
1034,132,OFF0020
1034,106,OFF0020
1034,136,OFF0020
1034,233,OFF0020
856,181,OFF0036
856,43,OFF0036
856,93,OFF0036
856,238,OFF0036
856,226,OFF0036
856,245,OFF0036
856,159,OFF0036
856,163,OFF0036
1351,43,OFF0039
1351,93,OFF0039
1351,238,OFF0039
1351,139,OFF0039
1351,153,OFF0039
1351,68,OFF0039
1351,242,OFF0039
1351,192,OFF0039
899,233,OFF0020
899,43,OFF0016
899,233,OFF0016
899,12,OFF0016
899,11,OFF0016
899,9,OFF0016
899,10,OFF0016
899,19,OFF0016
899,249,OFF0016
899,41,OFF0016
899,87,OFF0016
899,87,OFF0017
899,233,OFF0017
899,22,OFF0017
899,23,OFF0017
899,24,OFF0017
899,250,OFF0017
899,144,OFF0020
899,132,OFF0020
899,106,OFF0020
899,136,OFF0020
569,233,OFF0020
569,144,OFF0020
569,132,OFF0020
569,106,OFF0020
569,136,OFF0020
569,233,OFF0013
569,144,OFF0013
569,2,OFF0013
569,4,OFF0013
569,3,OFF0013
569,220,OFF0013
437,43,OFF0011
437,131,OFF0011
437,101,OFF0011
437,84,OFF0011
437,45,OFF0011
437,219,OFF0011
437,144,OFF0011
437,40,OFF0011
269,87,OFF0019
269,145,OFF0031
269,61,OFF0031
269,29,OFF0031
269,28,OFF0031
269,230,OFF0031
269,82,OFF0031
269,244,OFF0031
269,118,OFF0031
269,175,OFF0031
269,173,OFF0031
269,148,OFF0031
269,47,OFF0005
269,54,OFF0005
269,144,OFF0005
269,233,OFF0005
269,183,OFF0005
269,227,OFF0005
269,203,OFF0005
269,89,OFF0005
269,134,OFF0005
269,117,OFF0010
269,200,OFF0010
269,54,OFF0010
269,233,OFF0010
269,55,OFF0010
269,124,OFF0010
269,44,OFF0010
269,166,OFF0010
269,27,OFF0010
269,62,OFF0010
269,42,OFF0010
269,238,OFF0010
269,43,OFF0019
269,233,OFF0019
269,8,OFF0019
269,78,OFF0019
269,5,OFF0019
269,7,OFF0019
269,6,OFF0019
1144,104,OFF0021
1144,50,OFF0021
1144,55,OFF0021
1439,144,OFF0020
1439,132,OFF0020
1439,106,OFF0020
1439,136,OFF0020
1439,233,OFF0020
236,233,OFF0020
236,144,OFF0020
236,132,OFF0020
236,106,OFF0020
236,136,OFF0020
992,220,OFF0013
992,233,OFF0013
992,144,OFF0013
992,2,OFF0013
992,4,OFF0013
992,3,OFF0013
375,233,OFF0020
375,144,OFF0020
375,132,OFF0020
375,106,OFF0020
375,136,OFF0020
361,202,OFF0008
361,233,OFF0007
361,213,OFF0007
361,56,OFF0007
361,63,OFF0007
361,203,OFF0007
361,216,OFF0007
361,108,OFF0007
361,54,OFF0007
361,54,OFF0008
361,93,OFF0008
361,203,OFF0008
361,89,OFF0008
361,60,OFF0008
361,233,OFF0008
713,220,OFF0013
713,233,OFF0013
713,144,OFF0013
713,2,OFF0013
713,4,OFF0013
713,3,OFF0013
1497,54,OFF0027
1497,56,OFF0027
1497,209,OFF0027
1497,194,OFF0027
1497,234,OFF0027
1497,95,OFF0027
1307,43,OFF0016
1307,233,OFF0016
1307,12,OFF0016
1307,11,OFF0016
1307,9,OFF0016
1307,10,OFF0016
1307,19,OFF0016
1307,249,OFF0016
1307,41,OFF0016
1307,87,OFF0016
1064,233,OFF0020
1064,47,OFF0005
1064,54,OFF0005
1064,144,OFF0005
1064,233,OFF0005
1064,183,OFF0005
1064,227,OFF0005
1064,203,OFF0005
1064,89,OFF0005
1064,134,OFF0005
1064,144,OFF0020
1064,132,OFF0020
1064,106,OFF0020
1064,136,OFF0020
341,103,OFF0023
341,54,OFF0008
341,93,OFF0008
341,203,OFF0008
341,89,OFF0008
341,60,OFF0008
341,233,OFF0008
341,202,OFF0008
341,233,OFF0007
341,213,OFF0007
341,56,OFF0007
341,63,OFF0007
341,203,OFF0007
341,216,OFF0007
341,108,OFF0007
341,54,OFF0007
341,49,OFF0022
341,97,OFF0022
341,103,OFF0022
341,49,OFF0023
341,235,OFF0023
341,135,OFF0023
776,43,OFF0019
776,233,OFF0019
776,8,OFF0019
776,78,OFF0019
776,5,OFF0019
776,7,OFF0019
776,6,OFF0019
776,87,OFF0019
1440,220,OFF0013
1440,233,OFF0013
1440,144,OFF0013
1440,2,OFF0013
1440,4,OFF0013
1440,3,OFF0013
618,233,OFF0020
618,144,OFF0020
618,132,OFF0020
618,106,OFF0020
618,136,OFF0020
1103,233,OFF0020
1103,144,OFF0020
1103,132,OFF0020
1103,106,OFF0020
1103,136,OFF0020
1215,144,OFF0020
1215,132,OFF0020
1215,106,OFF0020
1215,136,OFF0020
1215,233,OFF0020
895,233,OFF0020
895,144,OFF0020
895,132,OFF0020
895,106,OFF0020
895,136,OFF0020
895,47,OFF0005
895,54,OFF0005
895,144,OFF0005
895,233,OFF0005
895,183,OFF0005
895,227,OFF0005
895,203,OFF0005
895,89,OFF0005
895,134,OFF0005
1041,144,OFF0015
1041,233,OFF0015
1041,220,OFF0015
1041,180,OFF0015
1041,15,OFF0015
1041,13,OFF0015
1041,165,OFF0015
1041,14,OFF0015
